ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Runtime,Rotten_Tomatoes_Rounded,IMDB_Rounded,AgeRestriction,Genres_Fantasy,Genres_Sci-Fi,Genres_Mystery,Genres_Family,Genres_Adventure,Genres_Crime,Genres_Horror,Genres_Romance,Genres_Documentary,Genres_Action,Genres_Thriller,Genres_Comedy,Genres_Drama,Genres_Others,Continent_Africa,Continent_Antarctica,Continent_Asia,Continent_Europe,Continent_North America,Continent_Oceania,Continent_South America,Continent_NA,Language_NA,Language_Hindi,Language_French,Language_Spanish,Language_English,Language_Others,Era
1247,The International,2006,13+,7.2,NA,1,0,0,0,0,Tom Tykwer,118.0,NA,Good,Teen,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,Modern
1248,Flock of Four,2017,NA,6.0,60%,1,0,0,0,0,Gregory Caruso,80.0,Average,Average,NA,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1249,Marc Maron: End Times Fun,2020,NA,6.8,80%,1,0,0,0,0,Lynn Shelton,71.0,Good,Good,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1250,Katt Williams: The Pimp Chronicles Pt. 1,2006,18+,7.7,NA,1,0,0,0,0,"Anthony Anderson,Gary Binkow",45.0,NA,Good,Adult,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1251,Immoral Tales,1973,18+,5.6,43%,1,0,0,0,0,Walerian Borowczyk,103.0,Bad,Average,Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Golden
1252,4 latas,2019,NA,5.9,57%,1,0,0,0,0,Gerardo Olivares,105.0,Average,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Latest
1253,Naruto Shippuden the Movie: Blood Prison,2011,13+,7.3,NA,1,0,0,0,0,Masahiko Murata,108.0,NA,Good,Teen,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1254,3 Generations,2016,13+,5.9,32%,1,0,0,0,0,Gaby Dellal,92.0,Really_Bad,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Latest
1255,Miss Representation,2011,NA,7.6,NA,1,0,0,0,0,"Jennifer Siebel Newsom,Kimberlee Acquaro",85.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1256,Jezebel,2020,NA,6.4,89%,1,0,0,0,0,William Wyler,104.0,Really_Good,Average,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,Latest
1257,A Christmas Prince: The Royal Wedding,2018,7+,5.2,70%,1,0,0,0,0,John Schultz,92.0,,Average,Non-Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1258,XX,2017,18+,4.5,70%,1,0,0,0,0,"Roxanne Benjamin,Karyn Kusama,St. Vincent,Jovanka Vuckovic",80.0,,Bad,Adult,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1259,Jerry Seinfeld: 23 Hours To Kill,2020,NA,6.7,NA,1,0,0,0,0,Joe DeMaio,60.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1260,Miracle in Cell No. 7,2019,all,7.5,NA,1,0,0,0,0,Mehmet Ada Öztekin,132.0,NA,Good,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1261,100 Meters,2016,NA,7.5,NA,1,0,0,0,0,Marcel Barrena,108.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Latest
1262,Dhamaal,2007,18+,7.3,NA,1,0,0,0,0,Indra Kumar,136.0,NA,Good,Adult,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Modern
1263,Maktub,2017,NA,7.5,NA,1,0,0,0,0,Oded Raz,100.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1264,Ghost in the Shell Arise - Border 2: Ghost Whispers,2013,18+,7.3,NA,1,0,0,0,0,"Atsushi Takeuchi,Kazuchika Kise",57.0,NA,Good,Adult,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1265,The Rainbow Troops,2008,NA,7.8,NA,1,0,0,0,0,Riri Riza,124.0,NA,Good,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Modern
1266,Kaminey,2009,13+,7.4,NA,1,0,0,0,0,Vishal Bhardwaj,130.0,NA,Good,Teen,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Modern
1267,Chopsticks,2019,NA,6.5,20%,1,0,0,0,0,Sachin Yardi,100.0,Really_Bad,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
1268,Bullet Head,2017,18+,5.4,59%,1,0,0,0,0,Paul Solet,93.0,Average,Average,Adult,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
1269,Moonwalkers,2015,18+,6.1,42%,1,0,0,0,0,Antoine Bardou-Jacquet,107.0,Bad,Average,Adult,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
1270,Imagine That,2009,7+,5.6,41%,1,0,1,0,0,Karey Kirkpatrick,107.0,Bad,Average,Non-Adult,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
1271,Ek Hasina Thi,2004,NA,7.6,NA,1,0,1,0,0,Sriram Raghavan,120.0,NA,Good,NA,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Modern
1272,Bébé's Kids,1992,13+,5.8,30%,1,0,0,0,0,Bruce W. Smith,70.0,Really_Bad,Average,Teen,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1273,Patrick,2018,16+,5.8,36%,1,0,1,0,0,Mandie Fletcher,94.0,Really_Bad,Average,Teen,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
1274,Naruto the Movie: Guardians of the Crescent Moon Kingdom,2006,13+,6.5,NA,1,0,0,0,0,Toshiyuki Tsuru,95.0,NA,Good,Teen,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Modern
1275,Inuyasha the Movie: Affections Touching Across Time,2001,NA,7.3,NA,1,0,0,0,0,Toshiya Shinohara,100.0,NA,Good,NA,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Modern
1276,Holidays,2016,NA,5.1,52%,1,0,0,0,0,"Anthony Scott Burns,Kevin Kölsch,Nicholas McCarthy,Adam Egypt Mortimer,Gary Shore,Kevin Smith,Sarah Adina Smith,Scott Stewart,Dennis Widmyer",105.0,Bad,Average,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1277,Tom Segura: Disgraceful,2018,13+,7.6,NA,1,0,0,0,0,Jay Karas,71.0,NA,Good,Teen,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1278,Alt-Right: Age of Rage,2018,NA,5.7,87%,1,0,0,0,0,Adam Bhala Lough,104.0,Really_Good,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1279,Sleepover,2004,7+,5.3,15%,1,0,1,0,0,Joe Nussbaum,89.0,Really_Bad,Average,Non-Adult,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1280,Mission Blue,2014,7+,8.0,NA,1,0,0,0,0,"Robert Nixon,Fisher Stevens",95.0,NA,Really_Good,Non-Adult,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Latest
1281,Chillar Party,2011,all,7.4,NA,1,0,0,0,0,"Vikas Bahl,Nitesh Tiwari",135.0,NA,Good,Non-Adult,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Latest
1282,Mascots,2016,18+,5.7,49%,1,0,0,0,0,Christopher Guest,89.0,Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1283,Bill Burr: Walk Your Way Out,2017,NA,7.3,NA,1,0,0,0,0,Jay Karas,77.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1284,Time to Hunt,2020,NA,6.2,83%,1,0,0,0,0,Sung-hyun Yoon,134.0,Good,Average,NA,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1285,The Amityville Horror,2005,18+,6.0,NA,1,0,1,0,0,Andrew Douglas,90.0,NA,Average,Adult,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1286,Angamaly Diaries,2017,NA,8.0,NA,1,0,0,0,0,Lijo Jose Pellissery,132.0,NA,Really_Good,NA,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1287,Taylor Tomlinson: Quarter-Life Crisis,2020,NA,7.4,NA,1,0,0,0,0,Marcus Raboy,61.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1288,Anthony Jeselnik: Thoughts and Prayers,2015,18+,7.8,NA,1,0,0,0,0,Adam Dubin,59.0,NA,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1289,Oye Lucky! Lucky Oye!,2008,13+,7.7,NA,1,0,0,0,0,Dibakar Banerjee,125.0,NA,Good,Teen,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Modern
1290,Long Shot,2017,16+,7.4,NA,1,0,0,0,0,Jonathan Levine,125.0,NA,Good,Teen,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,Latest
1291,Coffee & Kareem,2020,NA,5.1,22%,1,0,0,0,0,Michael Dowse,88.0,Really_Bad,Average,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1292,Aarakshan,2011,13+,6.2,57%,1,0,1,0,0,Prakash Jha,164.0,Average,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Latest
1293,My Next Guest with David Letterman and Shah Rukh Khan,2019,NA,9.3,NA,1,0,0,0,0,NA,61.0,NA,Really_Good,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Latest
1294,Eyyvah Eyvah,2010,NA,7.0,NA,1,0,0,0,0,Hakan Algül,104.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Modern
1295,Minimalism: A Documentary About the Important Things,2015,NA,6.7,NA,1,0,0,0,0,Matt D'Avella,78.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1296,The Outcasts,2017,13+,5.5,50%,1,0,0,0,0,Peter Hutchings,95.0,Bad,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1297,Inuyasha the Movie 3: Swords of an Honorable Ruler,2003,7+,7.7,NA,1,0,0,0,0,Toshiya Shinohara,99.0,NA,Good,Non-Adult,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Modern
1298,Black Snow,2017,NA,6.2,57%,1,0,0,0,0,Martín Hodara,90.0,Average,Average,NA,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Latest
1299,Tad the Lost Explorer and the Secret of King Midas,2017,7+,6.2,29%,1,0,0,0,0,"David Alonso,Enrique Gato",85.0,Really_Bad,Average,Non-Adult,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,Latest
1300,Yuva,2004,7+,7.4,NA,1,0,0,0,0,Fien Troch,103.0,NA,Good,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Modern
1301,Pandora,2016,18+,6.6,NA,1,0,1,0,0,NA,42.0,NA,Good,Adult,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1302,Major League II,1994,7+,5.6,5%,1,1,0,0,0,David S. Ward,105.0,Really_Bad,Average,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1303,La tribu,2018,18+,5.8,71%,1,0,0,0,0,NA,30.0,Good,Average,Adult,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Latest
1304,Aamir,2008,18+,7.7,NA,1,0,0,0,0,Raj Kumar Gupta,99.0,NA,Good,Adult,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Modern
1305,Force 2,2016,7+,6.2,55%,1,0,0,0,0,Abhinay Deo,127.0,,Average,Non-Adult,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
1306,Bert Kreischer: Secret Time,2018,NA,7.4,NA,1,0,0,0,0,Todd Biermann,57.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Latest
1307,Bad Rap,2016,NA,6.3,70%,1,0,0,0,0,Salima Koroma,82.0,,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1308,Tarzan II,2005,all,5.6,33%,1,0,0,0,0,Brian Smith,72.0,Really_Bad,Average,Non-Adult,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1309,What's Up with Love?,2002,NA,7.8,NA,1,0,0,0,0,Rudy Soedjarwo,112.0,NA,Good,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Modern
1310,He's Out There,2018,18+,5.2,43%,1,0,0,0,0,Quinn Lasher,89.0,Bad,Average,Adult,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1311,The Seven Deadly Sins: Prisoners of the Sky,2018,NA,7.1,NA,1,0,0,0,0,"Yasuto Nishikata,Noriyuki Abe",99.0,NA,Good,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1312,Eh Janam Tumhare Lekhe,2015,NA,8.7,NA,1,0,0,0,0,Harjit Singh,135.0,NA,Really_Good,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1313,Bill Hicks: Revelations,1993,NA,8.6,NA,1,0,1,0,0,Chris Bould,57.0,NA,Really_Good,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Modern
1314,I Am Not an Easy Man,2018,NA,6.3,NA,1,0,0,0,0,Eléonore Pourriat,98.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Latest
1315,Rugrats Go Wild,2003,7+,5.6,39%,1,0,0,0,0,"John Eng,Norton Virgien",80.0,Really_Bad,Average,Non-Adult,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1316,Donald Glover: Weirdo,2012,NA,7.5,NA,1,0,0,0,0,Shannon Hartman,65.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1317,Once Upon a Time in Mumbaai,2010,13+,7.4,NA,1,0,0,0,0,Milan Luthria,134.0,NA,Good,Teen,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Modern
1318,Iliza Shlesinger: Freezing Hot,2015,18+,6.9,NA,1,0,0,0,0,Samuel Brownfield,71.0,NA,Good,Adult,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1319,Yucatán,2018,7+,5.4,60%,1,0,0,0,0,Daniel Monzón,129.0,Average,Average,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Latest
1320,Trespass Against Us,2016,18+,5.8,57%,1,0,0,0,0,Adam Smith,99.0,Average,Average,Adult,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
1321,The Last Summer,2019,16+,5.6,17%,1,0,1,0,0,William Bindley,109.0,Really_Bad,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1322,Sinister 2,2015,18+,5.3,16%,1,0,0,0,0,Ciarán Foy,97.0,Really_Bad,Average,Adult,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
1323,Have a Good Trip: Adventures in Psychedelics,2020,NA,7.0,NA,1,0,0,0,0,Donick Cary,85.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1324,Bobbi Jene,2017,NA,6.2,59%,1,0,0,0,0,Elvira Lind,95.0,Average,Average,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,Latest
1325,Dragon Quest: Your Story,2019,7+,6.6,NA,1,0,0,0,0,Takashi Yamazaki,103.0,NA,Good,Non-Adult,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1326,A Second Chance,2015,NA,7.1,NA,1,1,0,0,0,Clay Glen,90.0,NA,Good,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Latest
1327,Ajji,2017,NA,7.0,56%,1,0,0,0,0,Devashish Makhija,104.0,Average,Good,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
1328,Bennett's War,2019,13+,5.5,50%,1,0,0,0,0,Alex Ranarivelo,94.0,Bad,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1329,Our Lovers,2016,NA,6.7,20%,1,0,0,0,0,Miguel Ángel Lamata,88.0,Really_Bad,Good,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Latest
1330,A Haunted House,2013,18+,5.0,9%,1,0,0,0,0,Michael Tiddes,86.0,Really_Bad,Bad,Adult,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Latest
1331,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,13+,7.7,NA,1,0,0,0,0,Claire Scanlon,80.0,NA,Good,Teen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Latest
1332,Attacking the Devil: Harold Evans and the Last Nazi War Crime,2014,NA,8.1,100%,1,0,0,0,0,"David Morris,Jacqui Morris",102.0,Really_Good,Really_Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
1333,Every Time I Die,2019,NA,5.0,100%,1,0,0,0,0,Robi Michael,98.0,Really_Good,Bad,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1334,Jeff Dunham: Controlled Chaos,2011,NA,7.5,NA,1,0,1,0,0,"Michael Simon,Matthew McNeil",97.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1335,APEX: The Story of the Hypercar,2016,NA,7.4,NA,1,0,0,0,0,"J.F. Musial,Josh Vietze",85.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,Latest
1336,Life in the Doghouse,2018,NA,8.4,NA,1,0,0,0,0,Ron Davis,84.0,NA,Really_Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1337,Jim Jefferies: Freedumb,2016,18+,7.7,NA,1,0,0,0,0,Ryan Polito,86.0,NA,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1338,Little Boxes,2017,NA,5.9,67%,1,0,0,0,0,Rob Meyer,84.0,Average,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1339,Seth Meyers: Lobby Baby,2019,18+,7.5,NA,1,0,0,0,0,Neal Brennan,61.0,NA,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1340,Kevin Hart: Seriously Funny,2010,18+,7.6,NA,1,0,0,0,0,Shannon Hartman,72.0,NA,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1341,Anthony Jeselnik: Fire in the Maternity Ward,2019,18+,7.0,80%,1,0,0,0,0,Marcus Raboy,64.0,Good,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1342,"The Goods: Live Hard, Sell Hard",2009,18+,5.8,27%,1,0,1,0,0,Neal Brennan,89.0,Really_Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1343,U Turn,2016,18+,7.5,NA,1,0,1,0,0,Oliver Stone,125.0,NA,Good,Adult,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
1344,Violet Evergarden: Eternity and the Auto Memory Doll,2019,NA,7.4,NA,1,0,0,0,0,"Haruka Fujita,Taichi Ishidate",90.0,NA,Good,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1345,The After Party,2018,NA,5.8,NA,1,0,1,0,0,Ian Edelman,120.0,NA,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Latest
1346,Love per Square Foot,2018,NA,7.2,NA,1,0,0,0,0,Anand Tiwari,133.0,NA,Good,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Latest
1347,Sad Hill Unearthed,2017,NA,7.3,NA,1,0,0,0,0,Guillermo de Oliveira,86.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,Latest
1348,That Thing Called Tadhana,2014,NA,7.5,NA,1,0,0,0,0,Antoinette Jadaone,110.0,NA,Good,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
1349,Jeff Dunham: Arguing with Myself,2006,13+,8.0,NA,1,0,1,0,0,Manny Rodriguez,76.0,NA,Really_Good,Teen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
1350,Sandy Wexler,2017,16+,5.1,27%,1,0,0,0,0,Steven Brill,130.0,Really_Bad,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1351,Kickboxer: Vengeance,2016,NA,4.9,41%,1,0,0,0,0,John Stockwell,90.0,Bad,Bad,NA,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1352,Christmas Inheritance,2017,NA,5.7,43%,1,0,0,0,0,Ernie Barbarash,104.0,Bad,Average,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1353,Sex and the City 2,2010,18+,4.5,16%,1,0,0,0,0,Michael Patrick King,146.0,Really_Bad,Bad,Adult,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Modern
1354,Badland,2019,16+,5.7,50%,1,0,0,0,0,Justin Lee,117.0,Bad,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
1355,A Land Imagined,2019,NA,6.3,67%,1,0,0,0,0,Siew Hua Yeo,95.0,Average,Average,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,Latest
1356,The Most Assassinated Woman in the World,2018,18+,5.3,86%,1,0,0,0,0,Franck Ribière,102.0,Really_Good,Average,Adult,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Latest
